=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.07.29 12:47:04 =~=~=~=~=~=~=~=~=~=~=~=
4..00
4.99,0.00
4.99,0.01
4.99,0.01
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.01
4.99,0.01
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.01
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,-0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.01
4.99,0.01
4.99,0.00
4.99,0.01
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,-0.00
4.99,0.00
4.99,-0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,0.00
4.99,-0.00
4.99,0.00
4.99,-0.00
4.99,-0.00
4.99,0.00
4.99,-0.00
4.99,-0.00
4.99,0.00
4.98,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.05
4.97,0.06
4.97,0.05
4.97,0.06
4.97,0.06
4.97,0.05
4.97,0.05
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.05
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.06
4.97,0.07
4.95,0.11
4.95,0.12
4.94,0.13
4.94,0.13
4.95,0.12
4.95,0.13
4.94,0.13
4.94,0.16
4.93,0.16
4.93,0.16
4.93,0.16
4.93,0.17
4.93,0.18
4.91,0.21
4.91,0.21
4.90,0.21
4.88,0.32
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.28
4.92,0.17
4.93,0.16
4.92,0.21
4.91,0.21
4.92,0.20
4.92,0.20
4.91,0.21
4.91,0.21
4.91,0.20
4.88,0.33
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.20
4.86,0.38
4.86,0.34
4.87,0.30
4.89,0.21
4.90,0.20
4.91,0.23
4.90,0.22
4.89,0.36
4.87,0.33
4.85,0.36
4.85,0.36
4.86,0.36
4.85,0.36
4.85,0.38
4.85,0.40
4.84,0.41
4.84,0.40
4.84,0.41
4.84,0.40
4.84,0.36
4.86,0.40
4.85,0.37
4.86,0.28
4.88,0.40
4.83,0.42
4.84,0.38
4.86,0.35
4.84,0.39
4.85,0.34
4.87,0.36
4.86,0.34
4.87,0.35
4.83,0.38
4.87,0.34
4.85,0.31
4.89,0.30
4.89,0.27
4.89,0.29
4.88,0.29
4.89,0.30
4.87,0.29
4.86,0.31
4.86,0.30
4.88,0.31
4.88,0.31
4.85,0.38
4.87,0.27
4.86,0.27
4.86,0.36
4.87,0.46
4.81,0.48
4.83,0.39
4.84,0.39
4.87,0.32
4.87,0.26
4.90,0.25
4.90,0.25
4.89,0.28
4.89,0.26
4.90,0.24
4.90,0.24
4.90,0.24
4.90,0.24
4.90,0.24
4.90,0.25
4.89,0.25
4.89,0.26
4.89,0.27
4.85,0.39
4.87,0.30
4.84,0.44
4.89,0.33
4.87,0.34
4.87,0.37
4.86,0.48
4.82,0.47
4.83,0.35
4.88,0.42
4.83,0.36
4.85,0.41
4.84,0.42
4.86,0.29
4.87,0.35
4.87,0.33
4.85,0.42
4.84,0.43
4.84,0.26
4.89,0.26
4.89,0.27
4.87,0.33
4.85,0.41
4.85,0.37
4.85,0.33
4.87,0.30
4.89,0.28
4.87,0.26
4.88,0.33
4.88,0.31
4.88,0.36
4.87,0.26
4.89,0.26
4.87,0.28
4.90,0.25
4.90,0.24
4.91,0.22
4.91,0.22
4.90,0.24
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.26
4.89,0.28
4.89,0.28
4.88,0.28
4.89,0.28
4.88,0.29
4.91,0.23
4.91,0.23
4.91,0.22
4.90,0.26
4.89,0.29
4.89,0.28
4.89,0.27
4.89,0.28
4.88,0.28
4.88,0.32
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.35
4.87,0.31
4.88,0.31
4.88,0.30
4.85,0.31
4.88,0.31
4.87,0.33
4.87,0.33
4.87,0.32
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.30
4.88,0.31
4.89,0.23
4.90,0.24
4.90,0.23
4.89,0.32
4.87,0.30
4.90,0.24
4.90,0.22
4.91,0.23
4.90,0.22
4.91,0.23
4.90,0.27
4.87,0.27
4.89,0.32
4.89,0.29
4.90,0.24
4.90,0.24
4.90,0.31
4.86,0.35
4.86,0.25
4.90,0.23
4.90,0.25
4.90,0.24
4.90,0.24
4.91,0.23
4.90,0.24
4.90,0.23
4.90,0.24
4.90,0.31
4.87,0.29
4.89,0.29
4.88,0.30
4.88,0.30
4.88,0.30
4.88,0.30
4.88,0.30
4.88,0.30
4.88,0.29
4.88,0.29
4.89,0.28
4.88,0.29
4.88,0.26
4.90,0.20
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.18
4.92,0.18
4.92,0.18
4.92,0.18
4.92,0.18
4.92,0.21
4.92,0.18
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.20
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.20
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.19
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.18
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.19
4.92,0.18
4.92,0.22
4.90,0.26
4.89,0.27
4.89,0.42
4.81,0.35
4.88,0.30
4.88,0.27
4.89,0.28
4.88,0.28
4.89,0.30
4.88,0.29
4.88,0.27
4.89,0.28
4.89,0.26
4.90,0.27
4.88,0.29
4.88,0.23
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.26
4.89,0.29
4.88,0.29
4.88,0.29
4.87,0.31
4.87,0.31
4.87,0.31
4.87,0.32
4.87,0.30
4.88,0.27
4.89,0.27
4.88,0.27
4.89,0.27
4.89,0.28
4.90,0.23
4.89,0.28
4.88,0.25
4.91,0.21
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.23
4.89,0.25
4.89,0.25
4.90,0.24
4.90,0.23
4.90,0.23
4.90,0.27
4.88,0.29
4.88,0.26
4.88,0.28
4.89,0.47
4.81,0.33
4.90,0.25
4.90,0.27
4.90,0.34
4.85,0.37
4.86,0.34
4.86,0.34
4.86,0.34
4.86,0.35
4.86,0.34
4.86,0.34
4.86,0.34
4.86,0.39
4.85,0.38
4.85,0.38
4.84,0.40
4.85,0.37
4.85,0.36
4.85,0.37
4.85,0.37
4.85,0.37
4.85,0.37
4.85,0.36
4.85,0.32
4.90,0.34
4.86,0.30
4.89,0.25
4.89,0.28
4.88,0.30
4.88,0.30
4.87,0.49
4.81,0.28
4.90,0.27
4.87,0.34
4.87,0.32
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.32
4.87,0.33
4.87,0.33
4.86,0.35
4.86,0.35
4.86,0.35
4.86,0.36
4.86,0.36
4.82,0.41
4.84,0.40
4.84,0.41
4.85,0.35
4.87,0.32
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.34
4.87,0.33
4.86,0.33
4.87,0.32
4.87,0.33
4.87,0.32
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.33
4.87,0.26
4.90,0.26
4.90,0.25
4.89,0.30
4.88,0.30
4.87,0.49
4.81,0.28
4.88,0.27
4.89,0.26
4.88,0.29
4.90,0.21
4.91,0.21
4.91,0.20
4.92,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.92,0.20
4.91,0.21
4.91,0.21
4.92,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.20
4.92,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.21
4.92,0.20
4.92,0.21
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.92,0.21
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.91,0.20
4.91,0.25
4.90,0.22
4.91,0.21
4.91,0.21
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.21
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.22
4.90,0.24
4.90,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.21
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.90,0.29
4.88,0.29
4.87,0.33
4.88,0.29
4.88,0.30
4.86,0.29
4.86,0.29
4.86,0.30
4.88,0.29
4.89,0.42
4.81,0.41
4.88,0.30
4.88,0.28
4.88,0.29
4.88,0.29
4.89,0.28
4.88,0.29
4.89,0.23
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.23
4.91,0.20
4.91,0.21
4.91,0.23
4.91,0.20
4.91,0.20
4.91,0.21
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.22
4.91,0.23
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.23
4.90,0.23
4.91,0.22
4.91,0.20
4.91,0.20
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.22
4.90,0.23
4.90,0.23
4.90,0.23
4.91,0.23
4.90,0.23
4.90,0.26
4.90,0.23
4.90,0.24
4.90,0.23
4.91,0.21
4.91,0.21
4.91,0.20
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.21
4.91,0.20
4.91,0.26
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.32
4.87,0.31
4.88,0.32
4.87,0.30
4.86,0.26
4.89,0.27
4.90,0.25
4.90,0.37
4.85,0.38
4.83,0.45
4.84,0.44
4.83,0.40
4.83,0.43
4.85,0.45
4.82,0.41
4.84,0.27
4.83,0.41
4.86,0.33
4.87,0.30
4.89,0.23
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.21
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.91,0.19
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.92,0.19
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.91,0.21
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.91,0.19
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.22
4.91,0.21
4.92,0.20
4.92,0.20
4.91,0.20
4.91,0.20
4.92,0.20
4.91,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
4.92,0.20
