time,voltage
1719682106365982000,1.095921
1719682106459565000,1.134594
1719682106502570000,1.14265
1719682106544867000,1.105589
1719682106585756000,1.099144
1719682106629573000,1.050803
1719682106673203000,1.033078
1719682106719247000,1.126537
1719682106762208000,1.131371
1719682106810262000,1.041135
1719682106856046000,1.087864
1719682106899900000,1.121703
1719682106944288000,1.099144
1719682106989604000,1.057249
1719682107035336000,1.066917
1719682107085912000,1.076585
1719682107172806000,1.074974
1719682107224096000,1.099144
1719682107272566000,1.050803
1719682107320171000,1.149096
1719682107366105000,1.073362
1719682107410083000,1.025022
1719682107457931000,1.134594
1719682107509294000,1.025022
1719682107556830000,1.12976
1719682107609858000,1.031467
1719682107662887000,1.134594
1719682107711824000,1.047581
1719682107762002000,1.136205
1719682107809993000,1.033078
1719682107856237000,1.14265
1719682107952986000,1.071751
1719682108007418000,1.060472
1719682108056184000,1.150707
1719682108106637000,1.060472
1719682108152594000,1.071751
1719682108199845000,1.12976
1719682108248908000,1.060472
1719682108305269000,1.060472
1719682108358916000,1.120091
1719682108410664000,1.054026
1719682108460758000,1.115258
1719682108507973000,1.031467
1719682108556332000,1.115258
1719682108605788000,1.033078
1719682108654377000,1.137816
1719682108748656000,1.02341
1719682108804880000,1.02341
1719682108858566000,1.144262
1719682108912458000,1.103978
1719682108962815000,1.076585
1719682109016114000,1.123314
1719682109067355000,1.036301
1719682109117295000,1.124926
1719682109171329000,1.074974
1719682109223702000,1.071751
1719682109275719000,1.147485
1719682109332550000,1.092699
1719682109382291000,1.066917
1719682109433287000,1.128148
1719682109490481000,1.057249
1719682109586971000,1.071751
1719682109642808000,1.060472
1719682109698829000,1.092699
1719682109758727000,1.086253
1719682109815083000,1.113646
1719682109867743000,1.07014
1719682109920850000,1.078196
1719682109976731000,1.136205
1719682110030101000,1.066917
1719682110083660000,1.026633
1719682110140080000,1.074974
1719682110198948000,1.105589
1719682110260547000,1.073362
1719682110314724000,1.144262
1719682110367634000,1.033078
1719682110465255000,1.036301
1719682110518529000,1.107201
1719682110610888000,1.089476
1719682110654364000,1.149096
1719682110692239000,1.141039
1719682110725020000,1.062083
1719682110764327000,1.044358
1719682110799233000,1.103978
1719682110840111000,1.049192
1719682110881979000,1.029856
1719682110931494000,1.028244
1719682110969635000,1.095921
1719682111006717000,1.065305
1719682111040685000,1.084642
1719682111078234000,1.112035
1719682111156493000,1.116869
1719682111199431000,1.050803
1719682111239216000,1.050803
1719682111275270000,1.116869
1719682111314532000,1.131371
1719682111351217000,1.131371
1719682111385786000,1.05886
1719682111421934000,1.052415
1719682111457797000,1.071751
1719682111495380000,1.132982
1719682111538191000,1.065305
1719682111585410000,1.033078
1719682111625884000,1.042747
1719682111664594000,1.03469
1719682111702988000,1.071751
1719682111786313000,1.081419
1719682111826871000,1.108812
1719682111869892000,1.107201
1719682111913957000,1.139428
1719682111956186000,1.108812
1719682111997242000,1.078196
1719682112036609000,1.078196
1719682112077635000,1.071751
1719682112121326000,1.050803
1719682112161127000,1.057249
1719682112202415000,1.03469
1719682112246437000,1.078196
1719682112287756000,1.089476
1719682112328150000,1.12976
1719682112369892000,1.110423
1719682112454771000,1.105589
1719682112496358000,1.055637
1719682112538048000,1.044358
1719682112582357000,1.07014
1719682112624653000,1.078196
1719682112666627000,1.124926
1719682112712774000,1.097533
1719682112762954000,1.049192
1719682112807287000,1.131371
1719682112848102000,1.139428
1719682112891638000,1.112035
1719682112942395000,1.065305
1719682112992154000,1.113646
1719682113048540000,1.112035
1719682113094577000,1.073362
1719682113180048000,1.065305
1719682113229040000,1.137816
1719682113271810000,1.128148
1719682113316686000,1.052415
