time,voltage
1719691008519035000,2.44976
1719691008523367000,2.435257
1719691008577462000,2.464262
1719691008581350000,2.47393
1719691008585315000,2.465873
1719691008589593000,2.454594
1719691008593829000,2.436869
1719691008598641000,2.43848
1719691008603507000,2.465873
1719691008608717000,2.459428
1719691008614099000,2.469096
1719691008661197000,2.457816
1719691008665869000,2.44976
1719691008670982000,2.459428
1719691008676279000,2.472318
1719691008682029000,2.448148
1719691008688148000,2.47393
1719691008737092000,2.457816
1719691008819041000,2.47393
1719691008863795000,2.456205
1719691008903178000,2.44976
1719691008949850000,2.452982
1719691008995248000,2.433646
1719691009038708000,2.465873
1719691009081834000,2.44976
1719691009127369000,2.462651
1719691009167281000,2.462651
1719691009206409000,2.44976
1719691009247048000,2.452982
1719691009284234000,2.44976
1719691009329673000,2.457816
1719691009372148000,2.446537
1719691009462376000,2.461039
1719691009516379000,2.444926
1719691009557959000,2.451371
1719691009602103000,2.452982
1719691009646759000,2.454594
1719691009691315000,2.462651
1719691009740666000,2.454594
1719691009786260000,2.454594
1719691009833892000,2.469096
1719691009885894000,2.451371
1719691009933266000,2.456205
1719691009979516000,2.469096
1719691010023066000,2.427201
1719691010064362000,2.467484
1719691010156694000,2.472318
1719691010201147000,2.472318
1719691010247706000,2.452982
1719691010290277000,2.47393
1719691010336608000,2.47393
1719691010379039000,2.470707
1719691010421533000,2.428812
1719691010467359000,2.478865
1719691010511271000,2.47393
1719691010560884000,2.462651
1719691010607896000,2.452982
1719691010657888000,2.462651
1719691010707972000,2.467484
1719691010755252000,2.465873
1719691010841712000,2.464262
1719691010887087000,2.451371
1719691010937801000,2.472318
1719691010985123000,2.472318
1719691011033132000,2.44976
1719691011088460000,2.467484
1719691011139763000,2.444926
1719691011188519000,2.47393
1719691011235123000,2.456205
1719691011279299000,2.470707
1719691011323912000,2.444926
1719691011375201000,2.457816
1719691011427777000,2.47393
1719691011480124000,2.457816
1719691011580236000,2.457816
1719691011630638000,2.465873
1719691011675591000,2.462651
1719691011723708000,2.454594
1719691011772165000,2.457816
1719691011826092000,2.456205
1719691011877141000,2.469096
1719691011924555000,2.467484
1719691011974414000,2.464262
1719691012018907000,2.459428
1719691012068364000,2.454594
1719691012120649000,2.464262
1719691012170625000,2.472318
1719691012224672000,2.47393
1719691012323988000,2.47393
1719691012377847000,2.457816
1719691012429015000,2.456205
1719691012485087000,2.457816
1719691012533249000,2.472318
1719691012587314000,2.444926
1719691012636693000,2.444926
1719691012691266000,2.464262
1719691012747004000,2.469096
1719691012801263000,2.456205
1719691012855921000,2.462651
1719691012902905000,2.465873
1719691012954519000,2.464262
1719691013010868000,2.469096
1719691013110637000,2.44976
1719691013168913000,2.472318
1719691013224231000,2.470707
1719691013284561000,2.47393
1719691013339310000,2.47393
1719691013394738000,2.451371
1719691013447435000,2.467484
1719691013502868000,2.470707
1719691013557066000,2.493367
1719691013614211000,2.454594
1719691013668800000,2.454594
1719691013727246000,2.457816
1719691013785374000,2.47393
1719691013840194000,2.462651
1719691013936872000,2.465873
1719691013988017000,2.464262
1719691014046321000,2.454594
1719691014102297000,2.462651
1719691014168113000,2.44976
1719691014230370000,2.444926
1719691014280681000,2.467484
1719691014337447000,2.47393
1719691014392364000,2.469096
1719691014445895000,2.436869
1719691014505629000,2.428812
1719691014565729000,2.459428
1719691014627100000,2.477253
1719691014686230000,2.448148
1719691014790287000,2.456205
1719691014842781000,2.44976
1719691014901478000,2.464262
1719691014958044000,2.443314
1719691015025027000,2.47393
1719691015086317000,2.47393
1719691015146836000,2.467484
1719691015237666000,2.433646
1719691015273613000,2.457816
1719691015311962000,2.465873
1719691015350080000,2.464262
1719691015389434000,2.47393
1719691015430787000,2.452982
1719691015477571000,2.47393
1719691015559284000,2.464262
1719691015595584000,2.452982
1719691015635385000,2.462651
1719691015670994000,2.459428
1719691015711600000,2.478865
1719691015753671000,2.456205
1719691015796341000,2.44976
1719691015839758000,2.472318
1719691015878109000,2.47393
1719691015915029000,2.459428
1719691015951173000,2.467484
1719691015996925000,2.470707
1719691016035505000,2.461039
1719691016077024000,2.452982
1719691016171743000,2.436869
1719691016211411000,2.47393
1719691016252119000,2.448148
1719691016294483000,2.469096
1719691016333378000,2.465873
1719691016372473000,2.467484
1719691016414048000,2.457816
1719691016457049000,2.459428
1719691016502477000,2.456205
1719691016544525000,2.454594
1719691016596200000,2.456205
1719691016645983000,2.47393
1719691016687185000,2.467484
1719691016727222000,2.478865
1719691016811953000,2.454594
1719691016860824000,2.451371
1719691016916140000,2.451371
1719691016974291000,2.47393
1719691017017180000,2.440091
1719691017060860000,2.456205
1719691017108709000,2.457816
1719691017154803000,2.469096
1719691017199295000,2.472318
1719691017246817000,2.470707
1719691017299744000,2.452982
1719691017351447000,2.470707
1719691017400224000,2.443314
1719691017446702000,2.44976
1719691017543281000,2.470707
1719691017590437000,2.464262
1719691017631194000,2.469096
1719691017679522000,2.443314
1719691017735181000,2.47393
1719691017789806000,2.462651
1719691017838212000,2.432035
1719691017884116000,2.47393
1719691017928030000,2.448148
1719691017978171000,2.47393
