time,voltage,average_voltage
4362000,2.448148,2.448148
509978000,2.440091,2.44412
1015493000,2.440091,2.442777
1521094000,2.435257,2.440897
2086588000,2.433646,2.439447
2591873000,2.441703,2.439823
3097251000,2.436869,2.439401
3602984000,2.428812,2.438077
4109028000,2.444926,2.438838
4615334000,2.446537,2.439608
5121972000,2.417533,2.437601
5628614000,2.443314,2.438077
6191445000,2.462651,2.439967
6697472000,2.43848,2.439861
7203678000,2.443314,2.440091
7710261000,2.465873,2.441703
8217311000,2.435257,2.441324
8763091000,2.459428,2.442329
9305632000,2.459428,2.443229
9903315000,2.435257,2.442831
10444140000,2.443314,2.442853
10989015000,2.415921,2.441629
11534874000,2.427201,2.441002
12082737000,2.422367,2.440225
12629945000,2.452982,2.440736
13170879000,2.436869,2.440587
13713140000,2.446537,2.440808
14255253000,2.44976,2.441127
14799423000,2.452982,2.441536
15347919000,2.444926,2.441649
15895757000,2.432035,2.441339
16444608000,2.441703,2.44135
17052365000,2.43848,2.441263
17596376000,2.451371,2.441561
18139595000,2.454594,2.441933
18683179000,2.451371,2.442195
19231407000,2.465873,2.442835
19778673000,2.44976,2.443017
20326279000,2.427201,2.442612
20878403000,2.446537,2.44271
21423835000,2.419144,2.442135
21969830000,2.440091,2.442086
22519751000,2.44976,2.442265
23067925000,2.440091,2.442215
23612258000,2.444926,2.442276
24221944000,2.456205,2.442579
24772811000,2.44976,2.442731
25322385000,2.444926,2.442777
25875544000,2.422367,2.44236
26423767000,2.440091,2.442315
26970069000,2.432035,2.442114
27519023000,2.433646,2.441951
28073402000,2.43848,2.441885
28623222000,2.43848,2.441822
29174704000,2.435257,2.441703
29725059000,2.432035,2.44153
30271976000,2.451371,2.441703
30818752000,2.417533,2.441286
31428598000,2.443314,2.44132
31976459000,2.441703,2.441327
32531671000,2.446537,2.441412
33090552000,2.44976,2.441546
33643968000,2.448148,2.441651
34197745000,2.451371,2.441803
34751796000,2.428812,2.441603
35301460000,2.428812,2.44141
35850863000,2.436869,2.441342
36402259000,2.436869,2.441276
36955169000,2.44976,2.441399
37507885000,2.451371,2.441542
38059786000,2.440091,2.441521
38672072000,2.446537,2.441591
39223677000,2.454594,2.441769
39772159000,2.441703,2.441768
40325438000,2.441703,2.441767
40882581000,2.443314,2.441787
41437396000,2.423978,2.441556
41996238000,2.432035,2.441434
42548109000,2.444926,2.441478
43101720000,2.44976,2.441582
43653813000,2.452982,2.441723
44208697000,2.419144,2.441447
44761271000,2.456205,2.441625
45314860000,2.430423,2.441492
45930520000,2.451371,2.441608
46496691000,2.491755,2.442191
47055612000,2.452982,2.442315
47608219000,2.43848,2.442271
48160904000,2.432035,2.442157
48714889000,2.440091,2.442134
49268059000,2.428812,2.441987
49826821000,2.451371,2.442089
50380652000,2.441703,2.442085
50943052000,2.441703,2.442081
51496944000,2.446537,2.442128
52052646000,2.441703,2.442123
52612038000,2.444926,2.442152
53235554000,2.44976,2.44223
53791820000,2.441703,2.442224
54346263000,2.436869,2.442171
54900667000,2.428812,2.442039
55462178000,2.44976,2.442114
56019098000,2.440091,2.442095
56582306000,2.440091,2.442075
57141653000,2.465873,2.442302
57699069000,2.436869,2.442251
58258403000,2.44976,2.442321
58815392000,2.456205,2.44245
59371209000,2.423978,2.44228
59927118000,2.440091,2.44226
60543179000,2.452982,2.442357
61099644000,2.443314,2.442365
61659475000,2.436869,2.442317
62224848000,2.430423,2.442212
62785705000,2.446537,2.44225
63342115000,2.411087,2.441981
63902485000,2.454594,2.442089
64462036000,2.443314,2.4421
65021457000,2.432035,2.442015
65585232000,2.461039,2.442173
66147230000,2.43848,2.442143
66711869000,2.43848,2.442113
67273130000,2.444926,2.442136
67888753000,2.433646,2.442067
68447959000,2.436869,2.442026
69013131000,2.436869,2.441985
69572643000,2.456205,2.442097
70132229000,2.427201,2.44198
