time,voltage,average_voltage
3183000,2.456205,2.456205
557894000,2.43848,2.447342
1062596000,2.454594,2.449759
1567690000,2.462651,2.452982
2072836000,2.451371,2.45266
2578076000,2.444926,2.451371
3083484000,2.440091,2.44976
3589395000,2.459428,2.450968
4095565000,2.598105,2.467317
4602133000,2.425589,2.463144
5108731000,2.43848,2.460901
5663692000,2.462651,2.461047
6169521000,2.446537,2.459931
6675511000,2.440091,2.458514
7181952000,2.43848,2.457179
7688643000,2.446537,2.456513
8195949000,2.459428,2.456685
8748528000,2.454594,2.456569
9339620000,2.443314,2.455871
9884528000,2.451371,2.455646
10429882000,2.444926,2.455136
10970763000,2.441703,2.454525
11512835000,2.43848,2.453827
12061003000,2.462651,2.454195
12616502000,2.456205,2.454275
13168198000,2.444926,2.453916
13717950000,2.465873,2.454359
14258798000,2.417533,2.453043
14804900000,2.394974,2.451041
15352034000,1.798672,2.429296
15897101000,1.800284,2.409005
16442783000,1.813175,2.390385
17040496000,1.822843,2.373187
17583977000,1.821231,2.356953
18132080000,1.818009,2.341554
18676602000,1.821231,2.327101
19220115000,1.814786,2.313255
19768427000,1.814786,2.300137
20314813000,1.827677,2.288023
20861031000,1.858292,2.277279
21409734000,1.834122,2.266471
21959874000,1.863127,2.256867
22507249000,1.829288,2.246924
23061801000,1.822843,2.237285
23609629000,1.818009,2.227968
24160276000,1.818009,2.219056
24754128000,1.790616,2.20994
25303628000,1.954974,2.204628
25853288000,1.927581,2.198974
26405395000,2.071092,2.196417
26957033000,2.11621,2.194844
27502776000,2.10493,2.193115
28051384000,2.019428,2.189838
28600053000,2.024262,2.186772
29150074000,2.006537,2.183495
29701225000,2.08076,2.18166
30258031000,2.071092,2.17972
30808351000,2.000092,2.176623
31364314000,2.030707,2.17415
31911449000,2.054878,2.172162
32512831000,2.041987,2.170028
33060911000,2.0581,2.168223
33619909000,2.067869,2.16663
34173300000,2.067869,2.165087
34729123000,2.072703,2.163666
35283888000,2.079149,2.162385
35836589000,2.258009,2.163812
36386793000,2.275734,2.165458
36937097000,2.253175,2.166729
37485936000,2.253175,2.167964
38036771000,2.269288,2.169391
38591949000,2.258009,2.170622
39146053000,2.227393,2.1714
39702173000,2.245118,2.172396
40311514000,2.243507,2.173344
40864460000,2.233838,2.17414
41420524000,2.208057,2.17458
41979283000,2.249952,2.175547
42533806000,2.240284,2.176366
43093665000,2.240284,2.177165
43652239000,2.232227,2.177845
44207811000,2.251563,2.178744
44765576000,2.264454,2.179776
45315966000,2.248341,2.180593
45867939000,2.245118,2.181352
46434061000,2.238672,2.182018
46986172000,2.328908,2.183707
47542387000,2.240284,2.184349
48144988000,2.216114,2.184706
48703656000,2.232227,2.185234
49257792000,2.227393,2.185698
49809972000,2.216114,2.186028
50362742000,2.238672,2.186594
50914387000,2.212891,2.186874
51467755000,2.196777,2.186978
52029005000,2.229004,2.187416
52587062000,2.198389,2.187529
53145858000,2.232227,2.187985
53705439000,2.2,2.188107
54261868000,2.183887,2.188064
54816808000,2.179052,2.187975
55370379000,2.11621,2.187271
55976728000,2.135546,2.186769
56534791000,2.109764,2.186029
57093041000,2.10493,2.185256
57652330000,2.10493,2.184499
58209149000,2.108153,2.183785
58766442000,2.106542,2.18307
59325412000,2.11621,2.182456
59882777000,2.122655,2.181913
60437950000,2.422367,2.184079
60998003000,2.415921,2.186149
61560451000,2.415921,2.188182
62120620000,2.428812,2.190293
62685319000,2.399808,2.192115
63242285000,2.427201,2.194142
63849380000,2.425589,2.19612
64408243000,2.423978,2.198051
