time,voltage,average_voltage
104615000,2.412699,2.412699
609769000,2.412699,2.412699
1114745000,2.40303,2.409476
1619810000,2.398196,2.406656
2125063000,2.41431,2.408187
2630712000,2.41431,2.409207
3136369000,2.380471,2.405102
3642425000,2.411087,2.40585
4148817000,2.411087,2.406432
4655350000,2.398196,2.405609
5218810000,2.39014,2.404202
5724627000,2.409476,2.404642
6230662000,2.407864,2.40489
6737112000,2.398196,2.404412
7243739000,2.407864,2.404642
7750791000,2.393362,2.403937
8308009000,2.41431,2.404547
8859948000,2.415921,2.405179
9405000000,2.40303,2.405066
9955990000,2.407864,2.405206
10499187000,2.422367,2.406023
11043961000,2.415921,2.406473
11586375000,2.425589,2.407304
12128657000,2.423978,2.407999
12672665000,2.425589,2.408702
13217043000,2.443314,2.410034
13765035000,2.446537,2.411386
14315398000,2.454594,2.412928
14915128000,2.451371,2.414254
15458915000,2.470707,2.416136
16004046000,2.467484,2.417792
16547098000,2.428812,2.418137
17095843000,2.440091,2.418802
17640205000,2.428812,2.419096
18193030000,2.43848,2.41965
18738717000,2.432035,2.419994
19284895000,2.452982,2.420886
19834915000,2.444926,2.421518
20388462000,2.47393,2.422862
20937080000,2.459428,2.423776
21480583000,2.451371,2.424449
22026678000,2.47393,2.425627
22635273000,2.456205,2.426338
23180812000,2.462651,2.427164
23732880000,2.465873,2.428024
24283394000,2.464262,2.428812
24831731000,2.462651,2.429532
25380254000,2.47393,2.430457
25928115000,2.467484,2.431213
26475924000,2.462651,2.431841
27024283000,2.462651,2.432446
27570531000,2.399808,2.431818
28119262000,2.443314,2.432035
28671247000,2.47393,2.432811
29228347000,2.454594,2.433207
29779825000,2.446537,2.433445
30384854000,2.47393,2.434155
30932886000,2.452982,2.434479
31481248000,2.470707,2.435093
32031787000,2.441703,2.435204
32584186000,2.48531,2.436025
33136448000,2.461039,2.436429
33688728000,2.440091,2.436487
34239352000,2.44976,2.436694
34786358000,2.459428,2.437044
35336009000,2.464262,2.437456
35890800000,2.467484,2.437904
36443554000,2.441703,2.43796
36996351000,2.462651,2.438318
37554853000,2.448148,2.438458
38164327000,2.477253,2.439005
38720397000,2.446537,2.439109
39273013000,2.478865,2.439654
39824623000,2.454594,2.439856
40374193000,2.47393,2.44031
40926180000,2.478865,2.440817
41482262000,2.44976,2.440933
42038467000,2.464262,2.441232
42591253000,2.47393,2.441646
43151436000,2.433646,2.441546
43717803000,2.432035,2.441429
44271209000,2.436869,2.441373
44822497000,2.44976,2.441474
45374644000,2.482087,2.441957
45988674000,2.47393,2.442334
46560538000,2.456205,2.442495
47125263000,2.451371,2.442597
47680875000,2.448148,2.44266
48233705000,2.47393,2.443011
48791689000,2.477253,2.443392
49345225000,2.470707,2.443692
49900935000,2.459428,2.443863
50462187000,2.444926,2.443874
51024451000,2.464262,2.444091
51583718000,2.443314,2.444083
52142541000,2.480476,2.444462
52701076000,2.452982,2.44455
53258367000,2.448148,2.444587
