time,voltage,average_voltage
6221213000,2.507869,2.517472
6283299000,2.515926,2.51746
6343600000,2.514314,2.517435
6406165000,2.52076,2.517461
6467133000,2.52076,2.517487
6537503000,2.511092,2.517437
6596382000,2.504646,2.517338
6659331000,2.523983,2.517389
6720009000,2.52076,2.517414
6779805000,2.501424,2.517293
6838608000,2.535262,2.517428
6897646000,2.517537,2.517429
6961183000,2.530428,2.517525
7092547000,2.50948,2.517466
7153484000,2.504646,2.517373
7214651000,2.541708,2.517549
7275955000,2.533651,2.517665
7392580000,2.52076,2.517687
7443251000,2.517537,2.517686
7488525000,2.527205,2.517753
7529484000,2.523983,2.517797
7570569000,2.525594,2.517851
7614253000,2.535262,2.517971
7661216000,2.493367,2.517802
7708645000,2.52076,2.517823
7755417000,2.52076,2.517842
7796226000,2.535262,2.517959
7844176000,2.530428,2.518042
7960740000,2.522371,2.518128
8010339000,2.515926,2.518106
8053300000,2.532039,2.518246
8100187000,2.49659,2.518343
8144996000,2.527205,2.518364
8189183000,2.50948,2.518407
8232059000,2.50948,2.518407
8276422000,2.530428,2.518493
8320857000,2.533651,2.51859
8364095000,2.515926,2.518643
8409949000,2.506258,2.518579
8456902000,2.52076,2.518622
8502739000,2.536873,2.518654
8552485000,2.514314,2.518718
8600269000,2.536873,2.518998
8714573000,2.52076,2.518987
8760809000,2.506258,2.518912
8808490000,2.517537,2.518987
8856068000,2.506258,2.518955
8905275000,2.514314,2.518933
8947614000,2.50948,2.518794
8993881000,2.519148,2.518815
9043933000,2.507869,2.518708
9094247000,2.527205,2.518869
9148862000,2.515926,2.518944
9198263000,2.522371,2.518923
9249954000,2.515926,2.518847
9295176000,2.533651,2.519019
9346419000,2.50948,2.518944
9393885000,2.519148,2.518847
9508134000,2.514314,2.518912
9560099000,2.511092,2.518858
9612246000,2.523983,2.518858
9661241000,2.515926,2.518729
9707807000,2.515926,2.518697
9756026000,2.514314,2.518719
9810511000,2.511092,2.518794
9872275000,2.532039,2.51889
9922530000,2.504646,2.518847
9972926000,2.504646,2.518665
10026906000,2.519148,2.518611
