time,voltage,average_voltage
62378000,2.541708,2.541708
67035000,2.541708,2.541708
71708000,2.532039,2.538485
76660000,2.498201,2.528414
81731000,2.530428,2.528817
86897000,2.514314,2.5264
92255000,2.525594,2.526285
98063000,2.519148,2.525393
104065000,2.517537,2.52452
110481000,2.514314,2.523499
116759000,2.515926,2.522811
181731000,2.523983,2.522908
187191000,2.523983,2.522991
193260000,2.514314,2.522371
199330000,2.517537,2.522049
205853000,2.530428,2.522573
212817000,2.540096,2.523603
270733000,2.523983,2.523624
315510000,2.515926,2.523219
359743000,2.527205,2.523419
405364000,2.511092,2.522832
451164000,2.530428,2.523177
495055000,2.52076,2.523072
540508000,2.532039,2.523446
588207000,2.506258,2.522758
633358000,2.517537,2.522557
687106000,2.52076,2.522491
731833000,2.533651,2.522889
777918000,2.527205,2.523038
822445000,2.522371,2.523016
924202000,2.54493,2.523723
965983000,2.523983,2.523731
1007941000,2.525594,2.523787
1055283000,2.528817,2.523935
1101291000,2.504646,2.523384
1146911000,2.511092,2.523043
1203889000,2.519148,2.522938
1249328000,2.498201,2.522286
1295437000,2.515926,2.522123
1347690000,2.514314,2.521928
1410566000,2.507869,2.521585
1458916000,2.522371,2.521604
1505731000,2.527205,2.521734
1556739000,2.525594,2.521822
1604008000,2.491755,2.521154
1709474000,2.507869,2.520865
1761445000,2.517537,2.520794
1811937000,2.535262,2.521096
1862893000,2.525594,2.521187
1913809000,2.501424,2.520792
1966440000,2.523983,2.520854
2013312000,2.535262,2.521132
2064460000,2.522371,2.521155
2125011000,2.512703,2.520999
2181898000,2.515926,2.520906
2236212000,2.530428,2.521076
2283184000,2.528817,2.521212
2331900000,2.519148,2.521177
2382862000,2.511092,2.521006
2433791000,2.522371,2.521029
2545413000,2.540096,2.521341
2599417000,2.515926,2.521254
2647553000,2.528817,2.521374
2701020000,2.519148,2.521339
2753478000,2.515926,2.521256
2802307000,2.501424,2.520956
2855123000,2.511092,2.520808
2905621000,2.514314,2.520713
2956396000,2.532039,2.520877
3011570000,2.535262,2.521083
3064203000,2.523983,2.521124
3123098000,2.517537,2.521074
3176376000,2.528817,2.52118
3232591000,2.533651,2.521348
3285670000,2.528817,2.521448
3399772000,2.507869,2.521269
3453525000,2.525594,2.521325
3507928000,2.507869,2.521153
3557098000,2.514314,2.521066
3607429000,2.528817,2.521163
3661636000,2.523983,2.521198
3713244000,2.50948,2.521055
3768593000,2.530428,2.521168
3829822000,2.517537,2.521125
3884429000,2.540096,2.521348
3952647000,2.501424,2.521116
4005592000,2.517537,2.521075
4063811000,2.525594,2.521127
4118170000,2.528817,2.521213
4174977000,2.52076,2.521208
4295831000,2.54493,2.521469
4356700000,2.519148,2.521444
4413021000,2.522371,2.521454
4468742000,2.514314,2.521378
4523283000,2.519148,2.521354
4576759000,2.519148,2.521331
4629682000,2.522371,2.521342
4687224000,2.527205,2.521402
4744175000,2.507869,2.521265
4806539000,2.541708,2.521469
4861092000,2.523983,2.521292
4918544000,2.515926,2.521034
4975913000,2.517537,2.520889
5035354000,2.528817,2.521195
5095464000,2.50948,2.520986
5213786000,2.528817,2.521131
5275579000,2.523983,2.521115
5337127000,2.503035,2.520954
5394692000,2.54493,2.521228
5453229000,2.50948,2.521179
5507396000,2.533651,2.521356
5563802000,2.506258,2.521179
5623525000,2.528817,2.521227
5679656000,2.515926,2.521244
5739121000,2.511092,2.521179
5796842000,2.517537,2.52105
5861748000,2.522371,2.520873
5920889000,2.49659,2.520599
5978950000,2.536873,2.520808
